1st data: correct? 0: correct_number? 0.0: accuracy? 0.0
2st data: correct? 1: correct_number? 1.0: accuracy? 50.0
3st data: correct? 1: correct_number? 2.0: accuracy? 66.66666666666666
4st data: correct? 1: correct_number? 3.0: accuracy? 75.0
5st data: correct? 1: correct_number? 4.0: accuracy? 80.0
6st data: correct? 1: correct_number? 5.0: accuracy? 83.33333333333334
7st data: correct? 1: correct_number? 6.0: accuracy? 85.71428571428571
8st data: correct? 1: correct_number? 7.0: accuracy? 87.5
9st data: correct? 1: correct_number? 8.0: accuracy? 88.88888888888889
10st data: correct? 1: correct_number? 9.0: accuracy? 90.0
11st data: correct? 1: correct_number? 10.0: accuracy? 90.9090909090909
12st data: correct? 1: correct_number? 11.0: accuracy? 91.66666666666666
13st data: correct? 0: correct_number? 11.0: accuracy? 84.61538461538461
14st data: correct? 1: correct_number? 12.0: accuracy? 85.71428571428571
15st data: correct? 1: correct_number? 13.0: accuracy? 86.66666666666667
16st data: correct? 1: correct_number? 14.0: accuracy? 87.5
17st data: correct? 0: correct_number? 14.0: accuracy? 82.35294117647058
18st data: correct? 1: correct_number? 15.0: accuracy? 83.33333333333334
19st data: correct? 0: correct_number? 15.0: accuracy? 78.94736842105263
20st data: correct? 0: correct_number? 15.0: accuracy? 75.0
21st data: correct? 0: correct_number? 15.0: accuracy? 71.42857142857143
22st data: correct? 0: correct_number? 15.0: accuracy? 68.18181818181817
23st data: correct? 0: correct_number? 15.0: accuracy? 65.21739130434783
24st data: correct? 1: correct_number? 16.0: accuracy? 66.66666666666666
25st data: correct? 0: correct_number? 16.0: accuracy? 64.0
26st data: correct? 1: correct_number? 17.0: accuracy? 65.38461538461539
27st data: correct? 1: correct_number? 18.0: accuracy? 66.66666666666666
28st data: correct? 0: correct_number? 18.0: accuracy? 64.28571428571429
29st data: correct? 1: correct_number? 19.0: accuracy? 65.51724137931035
30st data: correct? 1: correct_number? 20.0: accuracy? 66.66666666666666
31st data: correct? 1: correct_number? 21.0: accuracy? 67.74193548387096
32st data: correct? 1: correct_number? 22.0: accuracy? 68.75
33st data: correct? 0: correct_number? 22.0: accuracy? 66.66666666666666
34st data: correct? 1: correct_number? 23.0: accuracy? 67.64705882352942
35st data: correct? 1: correct_number? 24.0: accuracy? 68.57142857142857
36st data: correct? 1: correct_number? 25.0: accuracy? 69.44444444444444
37st data: correct? 1: correct_number? 26.0: accuracy? 70.27027027027027
38st data: correct? 1: correct_number? 27.0: accuracy? 71.05263157894737
39st data: correct? 0: correct_number? 27.0: accuracy? 69.23076923076923
40st data: correct? 0: correct_number? 27.0: accuracy? 67.5
41st data: correct? 1: correct_number? 28.0: accuracy? 68.29268292682927
42st data: correct? 1: correct_number? 29.0: accuracy? 69.04761904761905
43st data: correct? 1: correct_number? 30.0: accuracy? 69.76744186046511
44st data: correct? 1: correct_number? 31.0: accuracy? 70.45454545454545
45st data: correct? 1: correct_number? 32.0: accuracy? 71.11111111111111
46st data: correct? 1: correct_number? 33.0: accuracy? 71.73913043478261
47st data: correct? 1: correct_number? 34.0: accuracy? 72.3404255319149
48st data: correct? 0: correct_number? 34.0: accuracy? 70.83333333333334
49st data: correct? 0: correct_number? 34.0: accuracy? 69.38775510204081
50st data: correct? 1: correct_number? 35.0: accuracy? 70.0
51st data: correct? 1: correct_number? 36.0: accuracy? 70.58823529411765
52st data: correct? 1: correct_number? 37.0: accuracy? 71.15384615384616
53st data: correct? 1: correct_number? 38.0: accuracy? 71.69811320754717
54st data: correct? 1: correct_number? 39.0: accuracy? 72.22222222222221
55st data: correct? 1: correct_number? 40.0: accuracy? 72.72727272727273
56st data: correct? 1: correct_number? 41.0: accuracy? 73.21428571428571
57st data: correct? 1: correct_number? 42.0: accuracy? 73.68421052631578
58st data: correct? 1: correct_number? 43.0: accuracy? 74.13793103448276
59st data: correct? 0: correct_number? 43.0: accuracy? 72.88135593220339
60st data: correct? 1: correct_number? 44.0: accuracy? 73.33333333333333
61st data1st data: correct? 1: correct_number? 1.0: accuracy? 100.0
2st data: correct? 1: correct_number? 2.0: accuracy? 100.0
3st data: correct? 1: correct_number? 3.0: accuracy? 100.0
4st data: correct? 0: correct_number? 3.0: accuracy? 75.0
5st data: correct? 1: correct_number? 4.0: accuracy? 80.0
6st data: correct? 1: correct_number? 5.0: accuracy? 83.33333333333334
7st data: correct? 1: correct_number? 6.0: accuracy? 85.71428571428571
8st data: correct? 1: correct_number? 7.0: accuracy? 87.5
9st data: correct? 1: correct_number? 8.0: accuracy? 88.88888888888889
10st data: correct? 1: correct_number? 9.0: accuracy? 90.0
11st data: correct? 1: correct_number? 10.0: accuracy? 90.9090909090909
12st data: correct? 1: correct_number? 11.0: accuracy? 91.66666666666666
13st data: correct? 0: correct_number? 11.0: accuracy? 84.61538461538461
14st data: correct? 1: correct_number? 12.0: accuracy? 85.71428571428571
15st data: correct? 1: correct_number? 13.0: accuracy? 86.66666666666667
16st data: correct? 1: correct_number? 14.0: accuracy? 87.5
17st data: correct? 1: correct_number? 15.0: accuracy? 88.23529411764706
18st data: correct? 0: correct_number? 15.0: accuracy? 83.33333333333334
